kod_consumer;name_consumer;kod_grp;kod_seti;kod_rem;kod_otr;kod_podotr
72115003;"""Барлінек Україна"" (4047)";150;7;721;35;35
72115200;Володим.масив (1207);152;7;721;36;63
72115201;"ТОВ""Екобудресурс""(1208)";152;7;721;36;63
72115202;"ТОВ ""Лабораторія (1178)";152;7;721;36;63
72115203;"ВАТ ""Гнів.к-р"" (1225)";152;7;721;36;63
72115204;Упр.мех.та буд.(46);152;7;721;49;49
72115205;"""Південьзахідшляхбуд""(45)";152;7;721;50;67
72115206;Упр.водного госп.(430);152;7;721;29;62
72115207;"ТОВ ""Залізобетонцентр"" ";152;7;721;49;49
72115208;"ТОВ ""Вінхарчорембуд""(290)";152;7;721;49;49
